cycle_id,time_end_end[sec]
b90ffb4daae5a1767fc6dc987468d300e5a4bcde,7
5a9c79f6d7f0c2849320d573fc1f92fd89c570b8,5
d61d1cf0652ef679bf18e3668ebe99a17a0d0f85,5
925e8044356673d0bd6bd5caa8cfabe37c7c1337,4
591a2ecaf3fd08b8f77d2f1e2e15f2258b583fae,4
a5faa6d74944aaa8afd245190fa9b8aede6248b1,5
567b8e5a9b1ee42e2709ba7d32d452a712564101,5
87c482725e50eadf01d7312c8eac1be2e7d50ce9,5
0224a5efcca8f29db7faa71cef90ea5ed543ae46,5
d85ae3aaaac18a8f672bab6c1b1acdc3f24ba0a4,5
53f15e128a1b5fd872c68c922ec8aab1b1a8c578,5
07e106fcd227cb0d5bbac3d18dc7f2ebd3906607,4
437ae4586cadb054e2a7a078578a4213dd45d47e,5
bd0a96e8f61c3a5209e60efe2d60962b98735300,4
a72621c3791a66090274bf5ae42e92114babb872,5
cec801e6b0050ab4d8d94872b92473b1a4cf0f2d,5
b7d0dab28185046ffc64b8f36d231a2274b839c6,4
ddc7143ed89a6c92bbafb89bbe8e1fc4937a878c,6
fee232d8cd73010fdcfee15ef1d3cb54a716a437,5
ae537ccef18ed5d78c89a750f99258e87d409948,4
feb22812e14df3863e7b8d3156def7e0379abc01,9
40dee74b30d97410fa0e31b08d484be489afa510,5
cc17109d2cce8ca52f484dde84c38f8ae51a2f63,6
c35dcd2b488f4d2368d8db6d0f92c27b03794cc8,23
5ecb2b8549ea8677d450d16d387ec9f4cbcbbc1a,9
377691c6a2c8e7f4798584d1bd4f2c8749f2fc11,17
54f7ca3483251eab0621f75a3373231129753767,7
c714697cb1a79c30ec4a30adc14d8efbdd9933c7,6
0bc53db8bdba6c605fec29fd2c55ad847e14b2a2,6
6e2c9e115d9a3f37f47fc4162c20aa4e70f23e7b,5
43f0bf573406415b578aae341b08af949ea031ce,9
d202ba3b9b4a294499231446b7abe351ede0f997,9
161677911f5ab798708503eb13859e8403281c7f,8
6677acc3d03e2b68c6f0298285d35443c4ee0e3a,9
e04a7e54a68bb76a7bf5c00c5c6f1efc83680e9c,7
1c7dec13b004f8c248ffb9203265f0d67bfe04ae,8
9272992fc5edfae9ef806e5dd5ff926cded07cfe,8
e3b7364d4d48f71f2583f2215da3bde8d890b359,9
92fab79e30573bd8fbe3aad4a37ae3c6e6c38871,4
dfff43abfeb97d5b34f6c7a3e779f1ba804b6631,7
45041961f9015e8c89873deef96c5bdfeea19e6b,7
8317dc1a2924cfdaac6171418feffa7d15dfa311,7
dbe80e777ef25eca49e1c105409f84d7b30fde0c,8
9d1cc884ad052083fb72b4107a62b0cbe3c2a027,7
446dbef41a70e70e6c5993ff314c2a27e27fdc3e,8
2ba6771d5958050e5fee61bf02b9eba9fc816152,8
c74687e6ceef93101371c3ad066c542723087f4f,8
b263fbfc808f7aab183890aea682557720a1ec86,8
5214caa011c0a976475f1f5ed2fbe4aa54c08589,7
0c0c69288e84e858a34a0db2c1c385a35235f437,21
26951aa855bdd1927609a2dc72900a0adac08c6f,16
29524ee6b16bde662d61c69635760f574f12c1b7,13
eafc2b9db93198b247c9481f9934226c11a12fb9,13
c2809b4b7ebbf2153114f0803d6b12e7f35cf5fd,4
b94d06cadfb8795cf19315158624f792ee666510,6
2e94c832384093901692765f901f510115bfed79,4
45c71b732ee51851882898bfa331d0563b7291d6,4
800bfcaa98b883574e3f34f0100d55543d2826a8,5
03af5cc99956ac0b60ba64bfccc0389587b584ff,4
b472b1742ad55d0cdef007f10f6062990300eaf8,4
300d24e65b215b1e8278286bc8b1d7a0a9a871d6,4
dace53f5b2dc2791fc6a0c6981fe2756be405cec,4
6db3ec307d73d1f80391e593789d2175b668d761,4
6f73fb162af41879fa801d86ae2772a9ac14121c,12
7211918f48e27560e523727beff689ff8545ecd2,5
486aa04647bb4f652015f3ea02c82b79c80a3de5,12
3044c24009ed733df16e5a2a0e554edfaf5cbde3,14
919d3ec4adbaf64cb6b7e9f40f82432b2159d510,15
034c04194dba4a3d8b7282940f3f99ade6bf9a95,1
21015931d11bae2a37e390ff70ae55606a692ac1,1
b5657da870ca0947c7de4bf94b4b2cc5e23b3698,2
0a2240910cd17193faa6beec3b97275e65163ba7,1
d44dc8b805a7b8a99b264c5bd3f7acf8371247ef,1
1d8ec5a48180fbbcf245110eaeb7841f6e305242,1
bdf8e5c049a7f6bbe706c6d35bff55a79bba1e65,12
197f9e393760d2add973a2bb492481eb00ec3de6,14
f3db0de1fe8c429bd3c869108074fed4bdf25b3a,7
7e8c20bd1b0593c3496a168be573aed40609a433,6
facbc3a39c5eb2ce190c1ec597015da47c51b2c8,9
75cba401aebe256ccea215674cfe403bbe4a1a75,6
84e1e79f3837fd112ae33ce03102abfe55ceedd4,2
805103c2fd53bf2a82575699da9b4f38a59c17fe,5
229ed00b517f1cc0e1262c6903d9e4e3f22d7896,5
28cb227f3b335fd11422e0579ed715624f6ed670,5
9869cfec93717e4a74433b5b954903a87e6e0868,4
256e0904cb8ab08dab368b140d3306158b922115,1
cdf3dd2d31f2f0b8f9c61b4c88039bf3c43e38df,1
a68102b3a67cab09f0898ee05cc7547e12061b82,5
60cd70bcee64829c4756e0e7403f43fb385f99e6,4
e84f6f467fdf5a29bbbc14543d4da92deb5dc39a,5
0980312c6c4a3c29b5612e68c85d5d8056925974,5
86beeafa9acb781ddd7cfd82c60f9bcb94743264,5
642477acc96b92a5eb594037c1a01cc5df03193e,5
12cd9940f64a10950c25ef608808d21f2a00315b,1
fd045494ccfa0f65cc725d2628b729d461f31987,1
00530c91c80b6b926beb5b6f9c11127403407543,15
89de3df8f686c073d3ed60906b0f7f6483386c86,1
1471bc37d5db8921ba044cc150d49a05890b50e6,6
058b9726a927501f069f2ce0699dda7ab87ddead,5
1e2151c26bccea33125da79e7c616c2c55edc855,7
fb78cbb077f6b0b6405ab0c7d74c7c3cce29bf9b,6
2697108cc9f1c7b089053143097c9f8843185462,5
10d8fc1dad1191f593c79cf6dad79af5cabe3ccf,5
403a784b81c5fb845aef1b34aefd56d0d3056964,8
61dcb07513fbb32c90e5ae90fa376bdf7705e2db,5
caa142d0399f10ce3ec6fb843e679e2d8c07c43f,5
1fc451c79779bdbf788e8bfbec6dc031a47495d8,6
fe56886f6d4c6f872caa23faa4b94e34b0b221a1,5
29220884e616c750cf8bed06ad939d1c366b8c94,5
bc1c22bcb690e9a906abc6a42fa258b39edd9449,5
c4b947d96eb273089b6753534f673640efa77703,5
4bbc660332f3e751ff7e68bdb2756e9d964f4858,5
25f149ae9564876c5459dcbb80feb1467a063ab9,5
ab27defc0f3a3ac9b797c23bdc32f35052492b1d,6
f0ee4661a5e66274eb513902639f0a16edec1b0a,5
c3c58f29b440392739dcce3c385048649ae735b1,5
67c60388b44697df1d86bff42ddfc314d75e86bf,8
65d05e0fd832de4fd148ad4668c3a4d110488cb8,5
453c56cff0dbbc0ecefaa7f20b8df6d11d6d12ec,7
90caed967e6d24a4acd8a9f0739b75f6bb2e7b37,6
7bf19f98e6debf76ace944034f7e5d376d4870fd,6
d66b439c93f7d370d42b21b0d9b86446919880a8,8
759b3707f3f4a1e5eedbce479dccb0ec70237656,11
e23e8e1df17a81b42073334a80fb896c67704522,8
b0083b6f74be80bcf7b8bba77ad1dc56688a152f,8
4f7912d16b286daf1e0db27ad23c6b693a2db72f,5
5dae4d949e1ce53048fdb817ce6e2a76cb3a25ee,5
c5eeceac028ebb4332792f96221058097179d0ca,5
12359b373d93cbb3cee653447115cd766f0425ba,5
f282e951f122c9d4a8d65d92cab1949a98da786c,8
7c622a0022c15d145decebe7bb9a6c8055b4557c,6
8f868d0c53820812f0298e53ee60c0cdddfbf8b2,10
9f7dffd9b9addc7999a01ba4378ea347bf6718f1,5
5819f2dbf638dd4befb1803e0e99dfe48a84f73d,13
778eb5418ac6627e67ffd69252d45f8f9fb2284a,7
622088ba07b5b9452b73e2b2867549540e431732,6
0a7bbe29d8ecc70ecb84c7f515ffc2e9394b0a75,19
5cd45cca92b4ba31d55f2e5d28aacf2a5d3fca22,19
1ade8d502aacc1ab023cd01e751ace895cd753a1,17
9a2c8207033ef96ba390009ac971a0c0bbc797f7,5
d7b0b793a919c9f58eeaac692194cb62a71b8e18,5
3f41cf1609fae7c8848beb0655bcf67132c7a277,7
e04ddcf7426d617036064e9b99d824eb4201d470,5
c683f14ef654ac62480d6f5bce9609106e09d5e2,5
85315cdf2f8a97083e891c026876223dd2d301d2,6
9efad96e5d9f9b9e02ef0bbd107ecdb0d07299d7,5
5536cf67cf7ae3b72d02f6c398f52a47c9578c0b,8
3976e6d39ec139267175324f6ebbabb9b2ecb619,6
4008ff9e49715f77cd6ac956b358160b7e416e69,4
0ce2d936f62bcc4da337b14b350a5f6576c3cc5a,6
7fd22ec3420a9d79b6b7dcf9af3ca1d9b0b16478,6
007d6b8423333630213d3ed1d2813ed22b59473d,5
63c51caac73a4e9059750c3146e3b028e44d1bb4,6
03d62b63f1d8c6551d59893fd3f5dc1add6d3132,15
fbefe56c0a41a1742872c9d0f624e5c32710ab4e,5
07cf4e960d36aa15688e6a7989351b294ef749fa,5
30773983a39fc48638af556d4edf492642468f28,10
188e25d4796370edbf3d07501f4a9676cfa2a5ca,6
618ef8f477e2e5f5d85e129133613bfe82423b0c,6
e4bded91eef4c3b7065d608a70e7a361c36ccb32,13
17c13858e25be3b6a99d8929edb9e1654470af0b,5
b66d41a25fe44847c828bfb188d60cba98117568,27
288e3d9372af54555a152b8dd827ca211015d1d8,7
fefb442fc8beef6b044768ae4d110b4393521c61,6
d2c0d2a2327e9ddf887b119fadbe5a5366f67e36,5
536ede39c1bd58ae4aa6138103746b94164287ee,7
b69a53a56757ef6906a342eb0dfe30cd6400343d,5
d9fba481f362f19f3ed0dc0f6e47429ad54fae32,7
0f2c16e35f19c1de7a1170cef3451bdc1beca3c9,8
79a585cc2945f4f26f0a2d02bd66f58c2182d369,8
2cb3bbda5a0c09bdb4da5533df4ef7061c1c8125,2
f3d0617d2728eeba5a3c6f0d1d8d201168f560d2,5
555b2b5788eb8d7a131cb6d02bdf10f4da6355b2,10
915f6d74a91adff2378765df55c0a1cc70dc7d34,9
a2dce9c960f04e62f77e4d086181f557aa72b244,7
4889e27ae37895a859542def1fd5e3f134058017,9
0cc4b1777cf14855de2591840ca430e26977bac4,6
53db3193cd593e83621da7204477baa9df1f1c57,6
09f58fbc8956b05aec9cdc7ce9d153639917f24d,6
76c125c3b74a390a39cdcd6666cf7e9cea0e5c1d,5
36dfa194e6155bbaf8d468403cc3982aceeda3b1,7
7ab7ec58f461db059529715392dce4f7ef3bdf93,5
4541fb80e0558682793a5bd2372a74984d62745f,8
48f86f12fbb2f46d359a03439919dc8e1a5bdd48,6
aead18acdf24c7619bd2b63a39603b20ccbafba9,5
7f7bc85528d7ec75b5c5c49b0bb3f83dc99653d9,6
b29483fc494c5b5cbf2c347685af6ab9a233e43f,6
17a88b3a7558387d75d27e22771993a45969944f,6
e0310e15c4cc157e944d047fea9aede327ab594d,5
dd86760dce1d09cf7b223db77d9470326b566366,6
e21c0af594f1d4ac7a1e1946e555bb829ae00a0c,5
114830d0f1c0ae96b9b546849e2766694fd3e1e4,6
1a3a1b306faec5e317c8be2ebb9e54244f6ab57d,5
19478daf74e7a8a33c8705dc742cbc86a27ea91d,6
0dedfd955d332edb9c265f45e9819461bcdd0979,7
88822456dd707763d6cc41ee4efdaf5f8bf44d60,5
211bbdffa3b35dd49d1b85ba4a86faf4dbd5ba44,5
16b3e3e100c00cc3a5eea20d2bd2aecfad55754f,6
0951540e669bc5b0f332bd821a269d409c9fa6bb,5
