cycle_id,num_testsuite,NORMALIZED_FPA,accuracy,total_failures_in_cycle,exec_time,optimal_failures_25%,failures_in_25%_ordered,optimal_exec_time_25%,exec_time_25%,optimal_failures_50%,failures_in_50%_ordered,optimal_exec_time_50%,exec_time_50%,optimal_failures_75%,failures_in_75%_ordered,optimal_exec_time_75%,exec_time_75%,prediction_time,learning_time
66338dd9c4bf1e76be830749d9bc93c7be35cb2a,1,1.0,0.0,0,0.08199999999999999,0,0,0.08199999999999999,0.08199999999999999,0,0,0.08199999999999999,0.08199999999999999,0,0,0.08199999999999999,0.08199999999999999,0.0010690689086914062,0.5525896549224854
d50feb67569fb5881b8a2ff5996f656c5f207c2e,29,0.7254237288135595,0.1724137931034483,7,3.004,7,0,0.033,0.157,7,0,0.075,0.694,7,2,0.237,0.858,0.0010840892791748047,0.016371965408325195
2a95bf89813ebf321955d191afda7e0b08d69710,23,0.8510638297872338,0.30434782608695654,0,2.9599999999999995,0,0,0.035,0.08399999999999999,0,0,0.10600000000000001,0.452,0,0,0.21999999999999997,0.5870000000000001,0.0010628700256347656,0.5673618316650391
58fa9a673547c884cd1f11a8927414e563480358,27,0.8054834054834056,0.6296296296296297,16,0.32699999999999996,16,9,0.037000000000000005,0.12100000000000001,16,13,0.037000000000000005,0.133,16,13,0.03900000000000001,0.202,0.0010249614715576172,0.5424680709838867
0d53852d80cc686b47b4b0c1b2069f880a09b451,1,1.0,0.0,0,0.073,0,0,0.073,0.073,0,0,0.073,0.073,0,0,0.073,0.073,0.0009949207305908203,0.5718650817871094
0f540f0f5848f2262e1b8937c39e269a79731efc,1,1.0,1.0,4,0.052000000000000005,4,4,0.052000000000000005,0.052000000000000005,4,4,0.052000000000000005,0.052000000000000005,4,4,0.052000000000000005,0.052000000000000005,0.0009930133819580078,0.6014430522918701
0bbe5b59af443da2c3101cb9259e7ad68152dd13,35,0.7437290409121393,0.34285714285714286,38,6.028999999999999,38,14,2.4849999999999994,2.527,38,14,2.525,2.688,38,38,2.6229999999999998,5.848999999999999,0.0010640621185302734,0.6299281120300293
5cf68bdc46c7bcc0fc5eb3cacd1c84514ef552cf,10,0.6883116883116883,0.6,0,0.7140000000000001,0,0,0.009000000000000001,0.553,0,0,0.031000000000000007,0.5840000000000001,0,0,0.06100000000000001,0.6030000000000001,0.0010120868682861328,0.22760701179504395
f8bf45444c49053a92f6f560c5008d5ac43aa27f,12,0.8815384615384614,0.5833333333333334,0,2.628,0,0,0.005,0.012,0,0,0.024,0.349,0,0,0.14600000000000002,0.39100000000000007,0.001007080078125,0.645240068435669
af1f8163af8b52bc28a18109858744967935d828,33,0.7593582887700537,0.6363636363636364,1,3.7370000000000005,1,1,0.02,0.107,1,1,0.042,0.479,1,1,0.126,2.553,0.0010471343994140625,0.6813700199127197
